# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,rnd_loss,mean_rewards,mean_intrinsic_rewards,mean_total_rewards
432,1654535039.17678,1382400,-0.626087486743927,0,-1.90212321281433,1.23395621776581,-0.053508188575506,0.095587685704231,0,0.014514957554638,0.014514957554638
433,1654535079.31027,1385600,3.61135172843933,0,2.9788670539856,0.587416172027588,-0.051844380795956,0.096912771463394,0,0.015088671818376,0.015088671818376
434,1654535116.82463,1388800,-2.0827305316925,0,-3.20159459114075,1.08245778083801,-0.059956531971693,0.096362940967083,0,0.014495649375022,0.014495649375022
435,1654535158.44444,1392000,1.54348385334015,0,0.876405000686646,0.630913376808167,-0.059469193220139,0.095634698867798,0,0.014661417342723,0.014661417342723
436,1654535198.05216,1395200,1.46262609958649,0,0.658346354961395,0.767911851406097,-0.057394213974476,0.093762189149857,0,0.013695737347007,0.013695737347007
437,1654535236.23245,1398400,0.530800521373749,0,-0.115651056170464,0.614863157272339,-0.064109042286873,0.095697477459908,0,0.015088987536728,0.015088987536728
438,1654535274.60378,1401600,1.56708705425262,0,0.680000245571137,0.854727387428284,-0.062617585062981,0.094977028667927,0,0.014651940204203,0.014651940204203
439,1654535312.19028,1404800,-0.126684337854385,0,-1.16800487041473,1.01017642021179,-0.064958110451698,0.096102230250836,0,0.015538716688752,0.015538716688752
440,1654535347.13622,1408000,1.88817179203033,0,1.13735115528107,0.71475738286972,-0.058966562151909,0.09502986818552,0,0.015765316784382,0.015765316784382
441,1654535382.87085,1411200,-0.357796192169189,0,-1.57329058647156,1.17974746227264,-0.059947226196528,0.095694169402123,0,0.01463770493865,0.01463770493865
442,1654535424.77155,1414400,0.404503524303436,0,-0.383111029863358,0.757321715354919,-0.064454503357411,0.094747327268124,0,0.014291775412858,0.014291775412858
443,1654535467.99566,1417600,0.689134955406189,0,0.095486506819725,0.568615078926086,-0.067384287714958,0.092417649924755,0,0.013962781056762,0.013962781056762
444,1654535507.67646,1420800,0.016798600554466,0,-0.289120227098465,0.276684552431107,-0.065116055309773,0.094350330531597,0,0.014494841918349,0.014494841918349
445,1654535549.90577,1424000,0.412151098251343,0,-0.126627445220947,0.507174909114838,-0.065545134246349,0.097148790955544,0,0.015431961044669,0.015431961044669
446,1654535589.84915,1427200,-0.97987312078476,0,-1.99295175075531,0.982849836349487,-0.062678970396519,0.09290773421526,0,0.013953933492303,0.013953933492303
447,1654535631.41239,1430400,2.9682457447052,0,2.38050770759583,0.550344705581665,-0.056157995015383,0.093551352620125,0,0.014433450996876,0.014433450996876
448,1654535669.16337,1433600,-2.8116991519928,0,-3.93236804008484,1.08986854553223,-0.062785789370537,0.093586131930351,0,0.014537569135428,0.014537569135428
449,1654535705.12624,1436800,2.18351030349731,0,1.68532359600067,0.459378927946091,-0.054483827203512,0.093291729688644,0,0.014199815690518,0.014199815690518
450,1654535747.65322,1440000,0.800700962543487,0,0.066999308764935,0.700740396976471,-0.061497569084168,0.094458796083927,0,0.014521433971822,0.014521433971822
451,1654535783.7538,1443200,-0.061756670475006,0,-1.65720462799072,1.55913722515106,-0.058924589306116,0.09523531794548,0,0.015006642788649,0.015006642788649
452,1654535821.72898,1446400,1.71871650218964,0,1.1556282043457,0.52041083574295,-0.050636053085327,0.093313582241535,0,0.015050539746881,0.015050539746881
453,1654535856.61333,1449600,0.361003398895264,0,-0.301611959934235,0.621965229511261,-0.054210271686316,0.094860404729843,0,0.015197869390249,0.015197869390249
454,1654535894.95946,1452800,0.338186264038086,0,-0.128913700580597,0.432902425527573,-0.057372763752937,0.091570287942886,0,0.014292776584625,0.014292776584625
455,1654535934.23241,1456000,1.2405116558075,0,0.828019261360168,0.380219578742981,-0.059793967753649,0.092066809535027,0,0.014072771184146,0.014072771184146
456,1654535968.67982,1459200,0.191501945257187,0,-0.47219505906105,0.627904772758484,-0.060346961021423,0.096139192581177,0,0.014601363800466,0.014601363800466
457,1654536006.01122,1462400,-0.499830931425095,0,-1.5955468416214,1.0623664855957,-0.061281528323889,0.094630926847458,0,0.014728635549545,0.014728635549545
458,1654536052.6057,1465600,-0.224978879094124,0,-0.792399942874908,0.528597176074982,-0.056276328861714,0.095100209116936,0,0.011864843778312,0.011864843778312
459,1654536100.10854,1468800,0.680288791656494,0,0.388738453388214,0.248852297663689,-0.052834708243609,0.09553274512291,0,0.013170863501728,0.013170863501728
460,1654536143.92557,1472000,0.114280223846436,0,-0.360905975103378,0.431440591812134,-0.052162118256092,0.095907725393772,0,0.013040247373283,0.013040247373283
461,1654536187.41803,1475200,1.67036414146423,0,1.02020657062531,0.607159614562988,-0.05208420008421,0.095082104206085,0,0.013860826380551,0.013860826380551
462,1654536226.52391,1478400,-1.02279889583588,0,-2.39097213745117,1.32913172245026,-0.053903967142105,0.092945426702499,0,0.013649662956596,0.013649662956596
463,1654536267.31084,1481600,3.2018141746521,0,2.52286958694458,0.631582736968994,-0.047314219176769,0.094676092267037,0,0.014457478187978,0.014457478187978
464,1654536307.56488,1484800,-0.603482306003571,0,-2.03200101852417,1.38655829429626,-0.049476999789476,0.09143739938736,0,0.013683024793863,0.013683024793863
465,1654536348.1174,1488000,1.00593388080597,0,0.17031629383564,0.798918604850769,-0.053237430751324,0.089936427772045,0,0.013772784732282,0.013772784732282
466,1654536387.86588,1491200,1.03155219554901,0,0.399858266115189,0.595572352409363,-0.053864613175392,0.089986152946949,0,0.013098811730743,0.013098811730743
467,1654536424.32531,1494400,-0.359204769134521,0,-1.27098476886749,0.877777814865112,-0.056738540530205,0.090740755200386,0,0.013592778705061,0.013592778705061
468,1654536464.28724,1497600,1.29103517532349,0,0.850789666175842,0.40770959854126,-0.060784354805946,0.093320310115814,0,0.014843901619315,0.014843901619315
469,1654536505.53377,1500800,-0.878654479980469,0,-1.62421405315399,0.710322976112366,-0.058620531111956,0.093857116997242,0,0.014400617219508,0.014400617219508
470,1654536544.23547,1504000,1.40566945075989,0,0.761002540588379,0.609793365001678,-0.058337509632111,0.093210890889168,0,0.014196243137121,0.014196243137121
